code,product_name,brands,quantity,categories,countries
8901491367219,kurkure,kurkure,25g,"Appetizers, Kurkure",India
8906069403412,Chef's Special Tomato Ketchup,VEEBA,900g,Tomato Ketchup,India
8902080364589,Mountain Dew,PepsiCo,400 ml,"Sodas, Sweetened beverages",India
8901207040337,Chyawanprash Awaleha,Dabur,950 g,Chyawanprash,"India, Italy"
0020357122682,Milk,Mestla,100,Milks,"Germany, India"
8906017290026,Bisleri Water 250ml,Bisleri,250 ml,Waters,India
8901764092152,Maaza Original 1.75ltr,HINDUSTAN COCO-COLA BEVERAGES PVT.LTD,3,"Sweetened beverages, Cooldrank",India
8904109450112,,,,,"India, Singapore"
8901491981552,Lay’s Chile Limon 20rs,Lay's,55 g,"Crisps, Salty snacks made from potato",India
8901764011252,Coca cola Original Taste 300ml can,Coca-Cola,300 ml,"Carbonated waters, Colas, Sweetened beverages, Carbonated soft",India
8901491981538,Lay’s Chile Limon,Lay's,10rs,Snacks,India
8904004401134,Haldiram's Khatta Sweet and Salty mix,Haldiram,1 400grams,Mix of Sago and rice flakes,"France, India"
8901030953217,Kissan Sweet & Spicy Sauce,Kissan,850 g,Tomato sauces,India
8901491365666,Kurkure Puffcorn,Kurkure,16g,Corn chips,India
8908005144014,Multigain energy bar,Yoga Bar,38 g,Cereal bars,India
8902080204021,Mirinda,"Mirinda, PepsiCo Inc.",250 ml,"Sodas, Carbonated waters, Carbonated soft drinks without fruit juice with sugar, Sweetened beverages",India
8901512540102,Act II Classic Salted,ACT II,40g,Popcorn,India
8901063338593,100% Whole Wheat Brown Bread,Britannia,,Breads,India
8901030980053,Peanut Butter Crunchy,Kissan,350g,"Peanut butters, Nut butters",India
8906001023036,Pure Cow Ghee,Gowardhan,1L,"Butters, Butter fat","France, India"
8908000861107,GOPAL,gopal,,,India
8909081001123,Bounce Chocho,Sunfest,31,"Chocolate candies, Chocolate biscuits, Biscuit (cookie) snack w chocolate filling",India
8906053810264,,,,Jaggery,"India, United States"
8903241110434,Kolhapuri Thecha,Pravin,100g,"Chilli-garlic paste, Hot chilly sauce",India
8904004400021,bhujia sev,Haldiram's,35g,Fried foods,India
8901719129179,PARLE COCONUT,Parle,,Biscuits,India
8901719126468,parle 20-20,Parle,,"Biscuits, Buiscuit",India
8906002006601,8906002006601,Dr. Oetker,,French sausages,India
8906004560262,,,,Crisps,India
8901030779282,Green tea honey lemon 25 Tea Bags,Lipton,,Green teas,India
8901491001809,Lay's Sizzlin Hot,Lay's,52.9g,Crisps,India
3948764052910,Limca,,,Sodas,India
8908010900070,Pintola all natural peanut butter (crunchy),Pintola,1 kg,"Nut butters, Crunchy peanut butters","India, United States"
8901725123123,iodized salt,Aashirvaad,1kg,"Spices, Iodised salts",India
8901725104641,Sunfeast moms magic cashew almond,Sunfeast,584 g,,India
3948764022913,fanta coca cola,Everest Turmeric powder tikha lal,"Pepsi cold drink produced & Litchi,water 1ltr","Sodas, Pran Lichi",India
8901030919305,pizza & pasta sauce,Knorr,200g,"Pasta sauces, Pizza sauces",India
8886467122439,Pringles Desi Masala Tadka Flavour,Pringles,107 g,Stacked extruded potato crisps,India
8906010502300,balaji wafers flamin hot,,,veg wafers,India
8904071700192,Golden potato chips,,,Potato crisps,"India, United States"
8901088136945,100% Pure Coconut Oil,Parachute,300mo,Coconut oils,India
8906032018919,Nutrela Soya mini chunks,Nutrela,50g,"Soy beans, Soybean flours, Textured soy protein, Nutrela-soya-mini-chunks",India
8996001312476,,Mayora,,,India
8906032018810,Patanjali Doodh biscuits,Patanjali,800g,Biscuits,India
8904004404661,salted peanuts,Haldiram's,,Salted peanuts,India
8901117250000,prolyte ors Orange flavour,cipla health,200ml,"Dietary drink for sport, Artificial Juice",India
8906010500511,Chataka Pataka,Balaji,48g,"Crisps, Namkeen",India
8901725015886,Dark Fantasy Choco Fills,Sunfeast,20 g,Chocolate biscuits,India
8904071700031,Masala Banana Chips,Chheda's,170gm,"Chips and fries, Olives, Banana breads",India
8902579001438,Appy Fizz,Appy,,Beverages,India
8906010501822,GIPPI,Balaji,gippi,"Cereals and their products, Noodles",India
8901725005986,Sunfeast Yippee! masala magic,"Sunfeast, Yippee!",560g,Instant noodles,India
8904090906520,Garlic mixture,Rajam snacks,800 g,Snacks,India
8901262174114,King Alphonso Gold Ice Cream,Amul,,Ice cream in a box,India
3948262200196,amul butter masti 15,,,,India
8901725018016,Yippee noodles (snack pack),Sunfeast,48,"Snacks, Noodles",India
7622202324260,Dairy Milk Chocolate,,,"Milk chocolates, Candy chocolate bars, Ch",India
8906080604690,Swing Coconut Water,Paper Boat,270ml,Beverages,India
8901030735110,,,,Ice cream tubs,India
8901058851298,Maggi 2-minutes Noodles,"Maggi, Nestlé",70 g,Instant noodles,India
19010588,Chicken noodles,"Maggi, Nestlé",71 G,"Meals, Instant noodles, Chicken Noodles",India
8902080104055,Pepsi Drink 750ml,The Coca-Cola Company,11,"Colas, Sweetened beverages",India
8906002000494,Dr Oetker Funfoods Veg Mayonnaise,"Dr. Oetker, Funfoods",250,Mayonnaises,India
8901491702188,Oats,Quaker,,Rolled oats,India
8901491001854,PEPSICO.,Lay's,,Potato crisps,India
8901595851218,Veg Hakka Noodles,Ching's Secret,140 g,"Pasta dishes, Instant noodles",India
8906010500535,Balaji Wafers Chaat Chaska,Balaji,35 g,"Crisps, Salty snacks made from potato",India
8901512540201,ACT TT GOlDEN SIZZLE,ACT II,35,Popcorn,India
8906005508904,Bikaji mobile bhel chowpati bhelpuri,Bikaji,110g,Snacks,India
8901058904741,Nestle kit Kat (Ind),KitKat,,"Wafers, Chocolate biscuity bars",India
8901058875577,Milkybar,Nestlé,,Milk chocolate bar,India
8901063142244,Nutri choice zero,Britannia,100g,Biscuits,India
8906010501419,poprings,balaji,30g,Sweet snacks,India
8906006721821,lion kimjo Dates,LION,500 g,"Dried fruits, Dates",India
8904004400588,Haldiram's Lite Chiwda,Haldiram,57 g,,India
8901764175015,Maaza,Coca-Cola,125ml,"Fruit juices, Sweetened beverages, Mango-juice",India
8904004403626,,Haldiram's,,,India
8901088213608,Saffola Oats,"Saffola, Marico",1kg,Rolled oats,India
8906007611602,Kreamy magic,Kwality,60gram,Cream pav,India
7622202216916,Cadbury Chocobakes 17gm,Cadbury,17g,Confectioneries,India
8901058016116,KitKat 50,KitKat,19 gm,"Chocolate candies, Chocolate-covered biscuits",India
8901063365964,Britannia Chocolate Cake 100gm,Britannia,,Cakes,"Australia, India"
0846203004885,BAKARWADI,Chitale,500g,Spices,"India, United States"
8901719135156,PARLE MONACO,parle,185.6,"Biscuits, Bi",India
8906151420389,best misal farsan,Sitashree LaxmiNarayan,325 g,Snacks,"India, United Kingdom"
3948764012600,Coca cola 400,Coca-Cola,,Colas,"India, United States"
8901719127106,NG,,,"Biscuits, Buiscuits","India, United States"
8906010500320,8906010500320,,,,"India, United States"
7622202324697,,,,Chocolates,India
8906031252314,Chakote Slice Cake,Chakote,,Cakes,India
8901058022193,Maggi Noodles,Maggi,70g,Instant noodles,India
8901246005373,TOMATO KETCHUP CLASSIC BLEND,Del Monte,900 g,Ketchup,India
5449000000996,Coca-Cola,"COCA-COLA SERVICES SA/NV, Coca-Cola",330 ml,"Colas, pt:bebidas cafeína","Albania, Austria, Belgium, Bulgaria, Canada, Czech Republic, France, Georgia, Germany, Ghana, Iceland, India, Italy, Latvia, Lithuania, Mexico, Morocco, Poland, Romania, Senegal, Spain, Switzerland, Turkey, Ukraine, United Kingdom, United States"
8901207019234,Hajmola,Dabur,120Nos,"Ayurvedic, Digestive-tablets",India
8902080204052,Mirinda orange Flavour 750ml,Mirinda,24,Fruit-based beverages,India
8904004400083,Haldiram's Bhujia sev,Haldiram's,400g,Salty snacks,"India, Singapore"
8901262071864,99% Cacao Ultimate Dark Chocolate,Amul,125 g,Dark chocolate bar,India
8904272600154,Storia Tender Coconut Water,Storia,,"Waters, Coconut waters",India
8901262020046,Pure Milk Cheese Slices,Amul,100g,Cheeses,"France, India"
8901030902383,Manchow Veg,Knorr,11g,"Dried meals, Soup mixes",India
8901063162648,Britannia Marie Gold,Britannia,,Biscuits,India
8906090573047,Too yummy Chips green,,,Crisps,India
8904004407617,Taka-tak,Haldiram's,,Crisps,India
8906010261078,Refined Sunflower Oil,Gold winner kaleesuwari,1l (910g),"Sunflower oils, Refined sunflower oils",India
7622201763329,Orange Tang,,,Beverages,India
00001295,Feed Grade Soybeans,"H‑E‑B, Rural Route 1",,,"India, Ireland, world"
8906006783058,D-lite Tomato Ketchup,Surabhi,1kg,Tomato Ketchup,India
8904004404647,salted peanuts,Haldiram's,200g,Peanuts,India
8904320015404,Peanut Butter - Crunchy,Disano,924g,"Peanut butters, Nut butters","India, Japan"
8906010501198,Crunchem Pizzy Masala,Balaji,30 g,"Crisps, Chips",India
8906113490887,Tata Soulfull Millet Muesli,Tata Soulfull,1KG,Mueslis with nuts,India
8906127550010,Natural Peanut Butter Crunch,ALPINO,1kg,"Peanut butters, Nut butters","India, United Kingdom"
8904004402537,,Haldiram's,,,India
8908002506969,BAT Shamim  Dates,"BAT, Bait Al Tamur",400g,"Dried fruits, Dates, Dry fruit","India, United Kingdom"
8906010450021,Budhani Bros Potato Wafers,Budhani Bros,,"Crisps, Chips, Plain salted Chips",India
8886467124723,Pringles sour cream 40g,,,Stacked extruded potato crisps,India
7622202328770,,,,Chocolates,"India, United States"
8906009502120,Chitale Shrikand,Chitale,500 g,Desserts,India
7622202318139,,,,23,"India, United States"
3948764011252,CocaCola,Coca Cola,,"Colas, Sweetened beverages",India
8901071706834,HERSHEY'S SYRUP 623g,Hershey's,623 g,Simple syrups,India
8901512144805,Peanut butter,Sundrop,924,"Peanut butters, Nut butters","India, United Kingdom"
8901262150064,Amul Taaza 1ltr,Amul,1L,"Toned milks, Whole milks","France, India"
8902080404094,Mango Slice,PepsiCo,600ml,Sweetened beverages,India
8901491435109,Potato chips (Spicy Treat flavour)20rs,Uncle Chipps,52 g,Potato crisps,"Canada, India, United States"
8902579103170,Frooti,"Frooti, Parle Agro",600 ml,"Fruit juices, Sweetened beverages, Ready to serve fruit drink",India
8886467122446,Pringles - South African Style Periperi Flavour,Pringles,,Stacked extruded potato crisps,India
8901725013684,Madangle Achari Masti,ITC,66 gm,"Crisps, Namkeen",India
0941458000290,2-minute Noodles,Maggi,,Instant noodles,"India, United States"
8902579001599,Frooti,,,Sweetened beverages,India
8902080364060,Mountain dew,Pepsi,1l,Waters,"India, Nepal"
89008751,,,,,India
8901058007220,Maggie masala magic,Maggi,,Masalas,India
8904004405415,Haldiram's Soan Papdi (indian Sweets),Haldiram's,,"Pastries, Candies, Indian sweets","France, India"
8906017290125,Vedica,Bisleri,1L,Natural mineral waters,India
8901262173490,Vanilla ice cream,Amul,,Ice cream in a box,India
8904071700024,Salt-n-Pepper Banana Chips,Chheda's,150g,"Crisps, Nuts, Dried bananas, Banana chip","Germany, India"
8908005144618,Yoga Bar Super Muesli 0% Added Sugar,Yoga Bar,400g,Mueslis,India
8901499010483,Kelloggs Muesli,Kellogg's,240g,"Cereal flakes, Mueslis with fruits",India
8904004401066,Khatta Meetha,Haldiram's,23g,"Flours, Processed, Sago and Rice Flake snacks",India
8906127550850,High protein super oats chocolate,Alpino,1 kg,"Mueslis, Rolled oats",India
8906026900022,sugar,madhur,1 kg,Sugars,India
8904004402834,Panchathanthra mix,Haldiram's,,B,India
8908009059185,Zero Maida Whole Wheat Bread,The Health Factory,350g,"Bread loaves, Whole wheat bread",India
8903754000086,Tata Copper+,Tata,,Waters,India
8906009079165,Unibic Choco Chip Cookies,Unibic,100 g,Chocolate chip cookies,India
8901648002444,Mother Dairy Probiotic Tadka Chach,Mother Dairy,270ml,"Butter-milk, Probiotic drink",India
8901725015015,8901725015015,Sunfeast,242g,Biscuits,India
8902080614059,,"Duke's, PepsiCo",,Carbonated waters,India
8906017291337,8906017291337,bislery,,Mineral waters,"India, United States"
8903241110038,Mango Pickle,Pravin,,Pickles,India
8903363009371,,,,Chickpeas,"India, United States"
8904071701229,Soy snack,,,,"India, United States"
8906151420235,Laxminarayan mix farsan,1,,,India
8906027713560,,,,,"India, United States"
8901725005924,sunfeast yippee,Sunfeast,280,Instant noodles,India
8908019319187,,,,Snacks,India
7622202265525,,,,Chocolate biscuity bars,India
8901719135767,Parle-G ROYALE,Parle,4 Biscuits and 48g,Dry biscuits,"India, United Kingdom"
8906004561054,,,,,India
8909081005053,8909081005053,dark fantasy,471.5g,Biscuit (cookie) snack w chocolate filling,"India, United Kingdom"
89080672,Masala ae magic,"Maggi, Neslé, Neslé india",6g,Masalas,India
89080146,Nescafe classic,,,"Coffees, Instant coffees",India
8901522002096,,,,,"India, United States"
8901719135323,parle krackjack,Parle,,Biscuits,India
8901058010749,Maggie,"Fassi, Fssai, Maggie",280 gram,"Confectioneries, Maggie",India
8901063367180,Brit 50 50 maska chaska 100g,,,Biscuits,India
8909106052185,Classic Malt,Horlicks,15g,Beverage preparations,India
8904004402674,,,,,India
8902346050560,Enerzal Orange Flavour,"Enerzal, FDC",75 g,Energy drink without sugar and with artificial sweeteners,India
18111286,18111286,,,Chocolates,"India, United States"
7622202334115,Fuse chocolate 21g,,,,"Bangladesh, India"
8901262010023,Amul pasteurised butter,Amul,250,"Cheeses, Butters",India
8901063162549,Marie gold,Britannia,,Biscuits,India
8901071211161,COCOA POWDER MEDIUM FAT COCOA POWDER,HERSHEY'S,225 g,"Cocoa powders, Powder",India
8901491503044,Lays,Lay's,,Potato crisps,"India, United States"
8901063139336,Britannia bourbon 100g,Britannia,100g,Biscuits,India
8901058000252,8901058000252,Maggi,420,Food,India
8906002006243,Peanut Butter Crunchy,Dr. Oetker FUNFOODS,400g,"Peanut butters, Nut butters",India
8901764042805,Thums Up,Coca-Cola,1.25 l,"Colas, Sweetened beverages",India
0015000047757,Yogurt blends snack,Gerber,14 oz,,"India, United States"
8901063142466,Nutri Choice Digestive,Britannia,50 g,Biscuits,India
8901207005374,Honey,Dabur,100,Honeys,India
8901393019452,Happydent Gum,Happydent,30.6,Sugar-free chewing gum,India
8901058003017,Pazzta Masala Penne,Maggi,69.5 g,"Pastas, Instant pasta",India
8908008674808,Wafer,Nabati,28 g,"Chocolate biscuits, Stuffed wafers",India
8901063004139,Britannia Good day Chocolate Cookies 400g,Britannia,,"Chocolate biscuits, Chocolate biscuity bars",India
8901595862825,Red chilli sauce,Ching's,90,Sauces,India
8904083302292,Greek Yogurt,Milky Mist,100g,Greek-style yogurts,India
8901030922770,For PKD. Use By & Batch No. (see side seal),,,,India
8902579002497,SMOODH CHOCLATE FLAVORED MILK,"Parle, SMOODH",150 ML,Dairy drinks,India
8901063032446,Britannia Treat croissant coco cream bauli,Britannia,45g,"Croissants, Chocolate croissant",India
8901764022906,fanta,Fanta,2.25 L,Beverages,India
8901071701372,Hershey's spreads,hershey's,350 g,"Sweet spreads, Confectioneries",India
8901595971244,Ching's Hot and sour,,12,Soups,"India, United States"
8902080404179,Slice,,,,India
8906009531533,Choco Classic Bar,Max Protein,50 g,Protein Energy Bars,India
8902080002771,Tropicana Fruitz,"Tropicana, Pepsico",500ml,Fruit juices,India
8901262200622,Amul Masti,Amul,390 g,Curd,India
8901058861921,Milky bar,Nestlé,42 g,"Chocolate candies, Milk chocolate bar",India
8904335602392,Daily 10g Protein Bar,Yoga Bar,50g,Protein bars,India
8904132975408,campa cola,Campa,500 ml,Colas,India
8908000794054,Pasteurised Cow Milk,Gokul,,Dairies,India
8904071702349,Mix Farsan,,500 g,Appetizers,India
8904335601869,Yoga bar 23G protein muesli + choco almond + cranberry,Yoga bar,,Mueslis,India
8901030951091,,,,,India
8906010503482,Tomato Twist,,,Crisps,"India, United States"
8901595862801,8901595862801,,90 g,Green chilli sauce,India
8902579002312,Smoodh chocolate hazelnut,,,,India
8901262202220,Dahi Yogurt,Amul,,Curd,"India, United States"
8906010504359,Snack'em Chokdi Masala,Balaji Wafers,,,India
8901262202244,Tadka Chhach Probiotic Buttermilk,Amul,300 ml,"Buttermilks, Chaas",India
8901058022087,Munch,Nestlé,,Candy chocolate bars,India
8901063362710,CAKE GOBBLES,Britannia,,Cakes,India
8901063016941,Classic ( Britannia ),Britannia,,,India
8901063028234,,Brittania,,Biscuits,India
8901719134937,Parle g dark biscuits,Parle,50 g,"Biscuits, Parle g biscuit","India, United States"
8901012100806,,,,,India
8902579003470,Smoodh Masala Flavoured Buttermilk,Smoodh,,Buttermilks,India
8901725016234,Sunfeast Dark Fantasy Bourbon,Sunfeast,,Biscuit with a chocolate bar covering,India
8902579003456,Smoodh Chaas,"Parle Agro, Smoodh",180ml,Flavoured buttermilks,India
8901063012493,Milk Bikis biscuits,Britannia,,Biscuits,India
8901063155343,Britannia Tiger Crunch ChocoChips,Britannia,,Biscuits,India
7622202328800,,,,Chocolates,"India, United States"
3948764112270,Zero cocacola,,,,India
0941458017687,Maggi 70g,Maggi,70g,,India
8901719125478,Parle-G gold 75g,Parle,50 g,"Plain biscuit, Gluco biscuit",India
8902080364053,Mountain Dew,Pepsico,750,Sweetened beverages,India
8901207036989,Chyawanprash,Dabur,550 g,"Sweeteners, Dietary supplements",India
8902080304059,7up Super Duper 750ml,PepsiCo,16,"Sodas, Drinking",India
8901192205100,catch chat masala,Catch,100g,Mixtures of herbs and spices,India
8901719101038,Parle - G,Parle,,Biscuits,"Canada, India"
8901764032400,Sprite Lemon Lime flv Coke Brand 2ltr,"The Coca-Cola Company, कोका कोला क",9,"Sodas, Carbonated waters",India
8901123005403,Lotto Choco Pie With Rich Marshmallow,Lotte,336g,"Chocolates, Chocolate biscuits","Australia, India"
8901719117220,Parle Hide &seek 200g(30),Parle,,Chocolate biscuits,India
8906010500221,Balaji Wafers Mung Dal,Balaji,,Fried and Salted Green Gram,India
8901117250352,oral rehydration salts,cipla,21g,"Waters, Open Products Facts",India
8906069401210,Peanut butter,veeba,925g,"Peanut butters, Nut butters",India
8901262172493,Amul Chocochips Icecream,Amul,540g,Ice creams,India
8901764048319,Charged berry bolt,Thums Up,250 ml,"Sweet snacks, Energy drinks, Carbonated fruit soft drink with sugar and artificial sweeteners and with less than 10% of fruit juice, Caffeine beverage",India
8901123005410,Lotte Choco Pie,Lotte,504g,Snacks,India
8901063017399,Britannia 5050 maska chaska (300g),Britannia,,Biscuits,India
8901499010742,Chocos Crunchy Bites,Kellogg's,375g,"Chocolate cereals, Food",India
8904004401073,Haldiram khatta mitha,haldiram,50g,"Snacks, Rice-flakes-and-peanut-based-snacks",India
8901058903966,Milkybar Moosha,Nestlé,38g,Milk chocolate bar with nougat,India
8901595863051,Pasta Masala,Smith & Jones,7g,Pasta masala,India
8904335601951,100% Rolled Oats,Yoga Bar,,Rolled oats,"India, Maldives"
8901512562807,Butter flavour popcorn,ACT 2,,Popcorn,India
8901262020244,Amul Cheese,Amul,200g,"Cheeses, Cheese block",India
8908004099025,Sunrich Aqua Packaged Drinking water,Sunrich Aqua,1 Litre,Drinking water,India
8906029450548,Mixed Fruit Jam,Meal Time,1 kg,"Jams, Food",India
6291100213160,Khenaizi Dates,"Date Crown, Khenaizi",500g,"Dried fruits, Dates","France, India"
8901248701105,jhandu balm,no,100 g,,India
8906004562518,,,,,India
8903241110076,Pravin Mango Pickle,Pravin,1 kg,Plant-based pickles,India
8908013982882,,,,,India
8901063325753,Britannia Toastea Premium Bake Rusk with Real Elaichi,Britannia,183gm,"Rusks, Toasts",India
8904071701090,Small Bhakarwadi,,170g,"Snacks, Bhakarwadi","India, Indonesia"
8906010500306,Ratlami Sev,Balaji Wafers,,Ratlami sev,"France, India"
8904004402421,Halke Fulke Salted Potato Chips,Haldiram's,15 g,Potato crisps,India
8906010500351,Aloo Sev,Balaji,200g,,India
0070970474088,Chewy spicy candies,"Hot Tamales, Hot Tamale",,Candies,"India, United States"
6291100212606,Date Crown Bumaan,Date Crown,500g,Dates,India
8904018605238,Chandan Regal Rose Mix,Chandan,180g,mouth freshener,India
8901063325920,Britannia Toastea Premium Bake Rusk with Real Elaichi,Britannia,1kg,Rusks,India
8906010500238,BALAJI Mung Dal,,,Snacks,"India, United Kingdom"
8901030902390,knorr sweet corn Veg,Knorr,9,Food doup,India
8906080602818,Paper boat pomegranate 600ml,paper boat,200,,India
8901719135163,Parle Monaco,Chupa Chups,,Appetizers,India
8901063325227,Toast Tea Rusk,Britannia,50,Snacks,India
8901262173483,Amul Fruit 'N' Nut Fantasy,Amul,540 gm,Ice cream in a box,"India, United States"
8906010500399,,,,,"India, United States"
4901265162914,,,,Biscuit (cookie) snack w chocolate filling,India
8906031251140,Chakote Milk Toast,Chakote,,Toasts,India
8903553601057,Mango Pickle,,,Plant-based pickles,India
8906027712235,Ghee,Govind,,"Butters, ghee",India
7622202324475,,,,,"India, United States"
8909081003776,,,,,India
8901764012303,Coca-Cola,Coke,1L,"Colas, Sweetened beverages",India
8886467122392,PRINGLES ( ORIGINAL ),"Pringles, Kellanova",107g,Stacked extruded potato crisps,India
8901888040350,Real fruit power mixed fruit 1ktr tpk,,1 L,Multifruit juices,India
8901063155459,Tiger Krunch ChocoChips,Britannia,63 g,Chocolate biscuits,India
8901030818660,Boost,Hindustan Unilever Limited,500g,Beverages,India
8908005144649,Muesli+ (Fruits + Nuts & Seeds),Yoga Bar,400g,"Mueslis, Protein Energy Bars",India
8901058004953,,,,,India
8901512540805,Popcorn,,15,"Popcorn, Papaver seeds",India
8901491101820,lays,Lay's,50gm 20rs,Potato crisps,"France, India"
8901192001207,,"Catch, Dharampal Satyapal Foods Limited",200 g,"Salts, Black salt","France, India"
8901764042508,Coke Brand Thumbs up 2ltr,coca cola,9,Sodas,India
7622201762063,Dairy milk chocolate,Cadbury,123g,Milk chocolate bar,India
8901262152211,Amul Kool Kesar Flavour 180ml,Amul,180ml,Fruit and milk beverages,India
8901063093355,Good Day Cashew Cookies Medium Pack 600g,Britannia,600 g,Biscuits,India
8906002004430,Veg mayonnaise,Dr. Oetker,100g,"Mayonnaises, Egg-free mayonnaises",India
8904004400755,Aloo Bhujia sev,Haldiram,,Snacks,"France, India"
8901058005639,,Nestlé,,food,India
8901262200028,Dahi,Amul,200 g,Yogurts,India
8908010900063,Peanut Butter All Natural Creamy Unsweetened,Pintola,1 kg,"Nut butters, Pure peanut butters, Creamy peanut butters","India, Nepal"
8901542017667,Glucose orange flavour,Zydus wellness,,Food,India
8901246003492,Del monte,Del Monte,,,India
8901030532719,kissan fresh Tamato,Kissan,500 g,Tomato Ketchup,India
8901499008800,Kellogg's chochos,Kellogg's,24g,Breakfast cereals,India
8901207026553,Honey,Dabur,225g,"Honeys, Honey and royal jelly mixtures",India
7622202245558,Cadbury Dairy Milk,Cadbury,,"Confectioneries, Chocolates","France, India"
8850389100684,Mogu lychee,Sappe Public Company Limited,320 ml,"Fruit juices from concentrate, Lychees, Still fruit soft drink with sugar and with 10-50% of fruit juice, Sweetened beverages","Australia, France, India, Mexico, Morocco, New Zealand, Philippines, United States"
8901262070454,Amul Dark Chocolate,Amul,40g,"Chocolate candies, Dark chocolates","India, United States"
8901058003079,Maggi cheesy Tomato,Maggi,68.5,"Pastas, Instant pasta",India
8901764012907,8901764012907,Coca-Cola,,Beverages,India
8901786060504,Chaat Masala,Everest,50 g,"Spices, Groceries",India
8901063017702,50 50 Gol Maal,Britannia,,"Confectioneries, Biscuits, Bars",India
8902710500752,Nutty Fruity Muesli,Baggry’s,,"Mueslis, Breakfast cereals diet with dried fruits fortified with vitamins and chemical elements",India
8902579003302,Smoodh Lassi,Smoodh,180ml,"Dairy drinks, Fermented dairy desserts",India
8901088155496,Saffola oats,Saffola,500g,Rolled oats,India
8901088034593,SAFOLA ACTIVE - MULTI-SOURCE EDIBLE OIL,Saffola,1l,"Rice bran oils, Soybean oils",India
8996001312490,Mayora Malkist Chocolate Flavored Sandwich Cracker Biscuits,Mayora,,Chocolate biscuits,India
00001233,Coop Croissant Naturell 60g,GOMAN AS,,"Croissants, Protein powders","India, world"
00001569,Personalized Protein Powder,Herbalife,,Protein powders,"India, Ireland"
8904004402032,All In One,Haldiram's,400gm,Snacks,India
8901063162600,Marie Gold,Britannia,117g,Biscuits,India
8904071707061,,,,,India
8901719130243,Moong Dal,Parle,16g,"Snacks, Mung beans",India
8901030976735,Korean Ramen,Knorr,96 g,"Instant noodles, Korean Ramen, Ramen",India
8901314717429,Papadopoulos caprice,Papadopoulos,,"Confectioneries, Stuffed wafers",India
8906019776092,Arabian Premium Dates,Nutraj,500g,"Dried fruits, Dates",India
8901595862658,Ginger Garlic Paste 5 MRP,Smith & Jones,,Ginger Garlic Paste,India
8906010502508,Crunchem Peri Peri Flavour,Balaji,35g,Potato Wafers,India
4987176230775,Hear shoulder,,,,India
8906016413792,Badam Flavoured Milk,Godrej Jersey,185 ml,Flavoured milks,India
8901063139350,BRITANNIA bourbon 500g,Britannia,5 x 100 g,,India
8901262175845,Icecream,Amul,,Ice creams,India
12111202,Minis Mix Eggs,Cadbury,,,"India, Morocco, United Kingdom"
8902433005763,70%coCÓA,Galaxy,,Dark chocolates,India
8901058905090,naturo,,undefined,,India
8901719135521,PARLE MARIE,Parle,,Biscuits,India
8901262040518,Food,Ferreo,500 g,Resturant,India
8901725005955,sunfeast yippe,Sunfeast,420,,India
8000500165607,,Tic Tac,13 g,,"India, United States"
8904132976238,,,,,"India, United Kingdom"
8901725016838,Aashirvaad Superior MP Atta,"Aashirvaad, ITC",1kg,"Wheats, Whole wheat flours",India
8906169490848,Mazafati Dates,,400g,Mazafati dates,India
8906009532363,MAX protein bar,Ritebite,50g,"Bars, Protein bars, Choco berry bar","India, United States"
8906080601767,Swing Lush Lychee,Paper boat,140ml,Beverages,India
8901719129933,,,,Biscuits,India
7622202307171,shots,Cadbury,3.15,"Chocolate candies, Chocolates","India, United States"
8901058007268,,,,Spices,India
8904132972209,,,,Biscuits,India
8906010500566,Balaji Wafers Tikha Mitha Mix,Balaji Wafers,500g,"Salty snacks, Indian snacks",India
8901764362750,,,,Beverages,India
8906010503543,Balaji Crunchem Chaat Chaska,Balaji,,Crisps,India
8908010900162,Peanut Butter,Pintola,,"Peanut butters, Nut butters",India
8901063139374,BOURBON,Britannia,60g,Chocolate biscuits,India
8906007280969,Fortune Premium Kachi Ghani Pure Mustard Oil,"AWL Agri Business Limited, Adani Wilmar Limited, Fortune",1 L,"Mustards, Mustard oils",India
8901088055772,Oats,Saffola,1kg,"Rolled oats, Oat",India
8886467122415,Pringles Pizza Flavour Potato Crisps,Pringles,102g,Stacked extruded potato crisps,India
8901764022272,Fanta Orange Flv 750ml,The Coca-cola company,24,"Sodas, Sweetened beverages, Fanta",India
8902080404117,slice,PEPSICO INDIA HOLDINGS PVT LTD.,1.2kg,cold drinks,India
8906069402668,Veeba,Veeba,1,Pasta sauces,India
8902579107017,Frooti,,2 l,Fruit juices,India
8908005144359,Breakfast protein bar,Yoga Bar,45g,"Cereal bars, Protein Energy Bars",India
8901542016226,Glucon-D Regular,Glucon-D,125 g,"Energy drinks, Glucose",India
8901499008244,Chocos Moons & Stars,Kellogg's,28.6g,Breakfast cereals,India
8901262071048,Amul Sugar free chocolate,Amul,150g,"Chocolate candies, Chocolates, Sugar free chocolate",India
8901786070503,Pav bhaji masala,Everest,50g,Masalas,India
8904004400014,Bhujia Sev,Haldirams,17g,"Snacks, Spices","India, United States"
8901207900631,Chyawanprash,Dabur,575g,"Dietary supplements, Citric acids, Immunity-booster",India
8906066202476,Keya Piri Piri,Keyafood,,"Spices, Spicy","France, India"
8901764041259,Thums Up 300ml can,Coca Cola,1,"Colas, Sweetened beverages","Canada, India, United Kingdom"
8901764012709,,Coca-Cola,,,India
8904063230010,Haldiram Bhujia400g,"Haldiram, Haldiram's",400g,Indian savoury snack,India
